orgunitlevel2,orgunitlevel3,organisationunitname,organisationunitid,Eth_Month_Year,Travel,Positive,Tests,Positivity_Rate
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Tir 2017,0.0,154.0,408.0,37.65281173594132
Central Ethiopian Region,Hadiya Zone,Homecho Town Administration,RL4KHuU3pR5,Yekatit 2017,16.0,59.0,382.0,15.404699738903393
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Ginbot 2017,0.0,340.0,1489.0,22.818791946308725
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Hamle 2016,125.0,512.0,1173.0,43.61158432708688
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Hidar 2017,511.0,1160.0,3885.0,29.850746268656714
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Megabit 2017,12.0,327.0,1274.0,25.647058823529413
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Meskerem 2017,220.0,637.0,1872.0,34.00961025093433
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Miazia 2017,0.0,133.0,478.0,27.766179540709814
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Nehase 2016,132.0,365.0,1387.0,26.296829971181555
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Sene 2017,0.0,313.0,1889.0,16.560846560846564
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Tahesas 2017,85.0,861.0,2632.0,32.70034181541968
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Tikemet 2017,666.0,1419.0,4204.0,33.74554102259215
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Tir 2017,33.0,194.0,883.0,21.945701357466064
Central Ethiopian Region,Hadiya Zone,Hosaena Town Administration,DgPyq2n8unP,Yekatit 2017,0.0,481.0,1856.0,25.901992460958535
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Ginbot 2017,0.0,316.0,689.0,45.79710144927536
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Hamle 2016,0.0,213.0,580.0,36.660929432013766
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Hidar 2017,0.0,269.0,635.0,42.29559748427673
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Megabit 2017,0.0,289.0,689.0,41.88405797101449
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Meskerem 2017,0.0,237.0,765.0,30.93994778067885
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Miazia 2017,0.0,307.0,767.0,39.97395833333333
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Nehase 2016,0.0,126.0,718.0,17.524339360222534
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Sene 2017,0.0,432.0,857.0,50.349650349650354
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Tahesas 2017,3.0,574.0,1214.0,47.242798353909464
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Tikemet 2017,0.0,611.0,1172.0,52.088661551577154
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Tir 2017,0.0,420.0,858.0,48.894062863795114
Central Ethiopian Region,Hadiya Zone,Jajura Town Administration,YcqxkdXEU2y,Yekatit 2017,0.0,337.0,655.0,51.37195121951219
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Ginbot 2017,4.0,141.0,590.0,23.85786802030457
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Hamle 2016,0.0,145.0,789.0,18.354430379746837
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Hidar 2017,0.0,581.0,1634.0,35.535168195718654
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Megabit 2017,15.0,232.0,818.0,28.327228327228326
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Meskerem 2017,3.0,209.0,993.0,21.026156941649898
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Miazia 2017,9.0,193.0,615.0,31.33116883116883
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Nehase 2016,6.0,149.0,676.0,22.008862629246675
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Sene 2017,4.0,137.0,621.0,22.02572347266881
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Tahesas 2017,6.0,370.0,1195.0,30.93645484949833
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Tikemet 2017,21.0,736.0,2522.0,29.17162108600872
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Tir 2017,3.0,311.0,765.0,40.60052219321149
Central Ethiopian Region,Hadiya Zone,Lemo Woreda,oUrVHMhBRD5,Yekatit 2017,3.0,222.0,654.0,33.89312977099237
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Ginbot 2017,0.0,367.0,715.0,51.25698324022346
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Hamle 2016,0.0,92.0,193.0,47.42268041237113
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Hidar 2017,91.0,798.0,1030.0,77.40058195926285
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Megabit 2017,3.0,737.0,1108.0,66.45626690712353
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Meskerem 2017,10.0,279.0,391.0,71.1734693877551
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Miazia 2017,0.0,528.0,908.0,58.08580858085809
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Nehase 2016,0.0,254.0,480.0,52.80665280665281
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Sene 2017,0.0,319.0,720.0,44.24410540915395
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Tahesas 2017,1.0,470.0,659.0,71.21212121212122
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Tikemet 2017,1.0,616.0,895.0,68.75
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Tir 2017,0.0,418.0,718.0,58.136300417246176
Central Ethiopian Region,Hadiya Zone,Mirab Soro Woreda,Zsj29b15kLz,Yekatit 2017,0.0,320.0,516.0,61.89555125725339
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Ginbot 2017,1.0,8.0,58.0,13.559322033898304
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Hamle 2016,0.0,0.0,13.0,0.0
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Hidar 2017,0.0,22.0,55.0,39.285714285714285
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Megabit 2017,0.0,16.0,50.0,31.372549019607842
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Meskerem 2017,0.0,3.0,7.0,37.5
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Miazia 2017,0.0,2.0,39.0,5.0
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Nehase 2016,0.0,9.0,9.0,90.0
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Sene 2017,0.0,2.0,20.0,9.523809523809524
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Tahesas 2017,2.0,6.0,54.0,10.909090909090908
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Tikemet 2017,7.0,30.0,102.0,29.126213592233007
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Tir 2017,3.0,10.0,29.0,33.33333333333333
Central Ethiopian Region,Hadiya Zone,Misha Woreda,ooZYyuRusMy,Yekatit 2017,0.0,19.0,42.0,44.18604651162791
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Ginbot 2017,3.0,388.0,1296.0,29.915188897455668
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Hamle 2016,0.0,1091.0,2425.0,44.971145919208574
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Hidar 2017,2.0,1187.0,2867.0,41.38772663877266
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Megabit 2017,0.0,554.0,1357.0,40.79528718703976
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Meskerem 2017,0.0,580.0,1395.0,41.54727793696275
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Miazia 2017,0.0,436.0,1193.0,36.515912897822446
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Nehase 2016,1.0,723.0,1845.0,39.16576381365114
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Sene 2017,0.0,401.0,1246.0,32.15717722534082
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Tahesas 2017,26.0,1204.0,2736.0,43.98976982097187
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Tikemet 2017,0.0,1460.0,3706.0,39.384947396816834
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Tir 2017,0.0,423.0,1054.0,40.094786729857816
Central Ethiopian Region,Hadiya Zone,Shashogo Woreda,LpbtLo4r8ou,Yekatit 2017,0.0,388.0,1397.0,27.753934191702434
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Ginbot 2017,0.0,580.0,2110.0,27.47513027001421
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Hamle 2016,0.0,959.0,2116.0,45.29995276334435
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Hidar 2017,0.0,1605.0,3570.0,44.94539344721367
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Megabit 2017,0.0,624.0,2194.0,28.428246013667426
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Meskerem 2017,0.0,571.0,1954.0,29.207161125319693
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Miazia 2017,0.0,774.0,2227.0,34.73967684021544
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Nehase 2016,0.0,598.0,1773.0,33.70913190529876
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Sene 2017,0.0,748.0,2746.0,27.229705132872223
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Tahesas 2017,0.0,1592.0,2342.0,67.94707639778062
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Tikemet 2017,0.0,1225.0,2499.0,49.0
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Tir 2017,0.0,897.0,1940.0,46.21329211746523
Central Ethiopian Region,Hadiya Zone,Shone Town Administration,Zp9GJ4x9PAD,Yekatit 2017,35.0,647.0,2447.0,26.429738562091504
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Ginbot 2017,0.0,90.0,973.0,9.240246406570842
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Hamle 2016,0.0,31.0,308.0,10.032362459546926
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Hidar 2017,7.0,156.0,568.0,27.416520210896312
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Megabit 2017,0.0,32.0,279.0,11.428571428571429
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Meskerem 2017,0.0,128.0,505.0,25.296442687747035
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Miazia 2017,2.0,99.0,820.0,12.058465286236297
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Nehase 2016,0.0,28.0,255.0,10.9375
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Sene 2017,6.0,61.0,639.0,9.53125
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Tahesas 2017,0.0,100.0,485.0,20.5761316872428
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Tikemet 2017,0.0,285.0,937.0,30.383795309168445
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Tir 2017,0.0,0.0,65.0,0.0
Central Ethiopian Region,Hadiya Zone,Siraro Badewacho Woreda,p8qMFzMSq7h,Yekatit 2017,0.0,107.0,420.0,25.415676959619955
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Ginbot 2017,22.0,772.0,1667.0,46.28297362110312
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Hamle 2016,0.0,620.0,1273.0,48.665620094191524
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Hidar 2017,0.0,1075.0,1893.0,56.75818373812038
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Megabit 2017,17.0,667.0,1448.0,46.03174603174603
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Meskerem 2017,0.0,658.0,1272.0,51.68892380204242
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Miazia 2017,35.0,781.0,1633.0,47.796817625459
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Nehase 2016,0.0,591.0,1216.0,48.5620377978636
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Sene 2017,32.0,582.0,1270.0,45.790715971675844
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Tahesas 2017,0.0,900.0,1748.0,51.45797598627787
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Tikemet 2017,8.0,999.0,2113.0,47.25638599810785
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Tir 2017,0.0,403.0,836.0,48.148148148148145
Central Ethiopian Region,Hadiya Zone,Soro Woreda,R80YeZFahVi,Yekatit 2017,22.0,462.0,1013.0,45.562130177514796
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Ginbot 2017,0.0,856.0,1474.0,58.03389830508474
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Hamle 2016,0.0,1149.0,2039.0,56.3235294117647
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Hidar 2017,86.0,1510.0,3303.0,45.70217917675545
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Megabit 2017,0.0,694.0,1530.0,45.329849771391245
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Meskerem 2017,0.0,972.0,1200.0,80.93255620316403
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Miazia 2017,0.0,907.0,1256.0,72.15592680986475
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Nehase 2016,0.0,484.0,1080.0,44.77335800185014
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Sene 2017,0.0,1176.0,2132.0,55.13361462728551
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Tahesas 2017,2.0,1224.0,2939.0,41.63265306122449
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Tikemet 2017,0.0,2042.0,2775.0,73.55907780979827
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Tir 2017,11.0,740.0,2827.0,26.166902404526166
Central Ethiopian Region,Hadiya Zone,West Badewacho Woreda,Fdq1Hyl9ZJ9,Yekatit 2017,0.0,318.0,755.0,42.06349206349206
Central Ethiopian Region,Halaba Zone,Atoti Ulo Woreda,tMINMJ3CZ85,Ginbot 2017,0.0,142.0,1181.0,12.013536379018612
Central Ethiopian Region,Halaba Zone,Atoti Ulo Woreda,tMINMJ3CZ85,Hamle 2016,0.0,591.0,2184.0,27.048054919908466
Central Ethiopian Region,Halaba Zone,Atoti Ulo Woreda,tMINMJ3CZ85,Hidar 2017,0.0,1099.0,3900.0,28.1722635221738
Central Ethiopian Region,Halaba Zone,Atoti Ulo Woreda,tMINMJ3CZ85,Megabit 2017,0.0,176.0,1435.0,12.256267409470752
Central Ethiopian Region,Halaba Zone,Atoti Ulo Woreda,tMINMJ3CZ85,Meskerem 2017,1.0,1225.0,4341.0,28.212805158912946
Central Ethiopian Region,Halaba Zone,Atoti Ulo Woreda,tMINMJ3CZ85,Miazia 2017,0.0,125.0,1089.0,11.46788990825688
Central Ethiopian Region,Halaba Zone,Atoti Ulo Woreda,tMINMJ3CZ85,Nehase 2016,0.0,930.0,2651.0,35.06787330316742
Central Ethiopian Region,Halaba Zone,Atoti Ulo Woreda,tMINMJ3CZ85,Sene 2017,0.0,392.0,2056.0,19.05687894992708
Central Ethiopian Region,Halaba Zone,Atoti Ulo Woreda,tMINMJ3CZ85,Tahesas 2017,1.0,667.0,2270.0,29.370321444297666
Central Ethiopian Region,Halaba Zone,Atoti Ulo Woreda,tMINMJ3CZ85,Tikemet 2017,0.0,1034.0,3455.0,29.91898148148148
Central Ethiopian Region,Halaba Zone,Atoti Ulo Woreda,tMINMJ3CZ85,Tir 2017,19.0,294.0,2043.0,14.383561643835616
Central Ethiopian Region,Halaba Zone,Atoti Ulo Woreda,tMINMJ3CZ85,Yekatit 2017,0.0,170.0,1136.0,14.951627088830255
Central Ethiopian Region,Halaba Zone,Halaba Kulito Town Administration,b8HVuzoPqWq,Ginbot 2017,0.0,514.0,4132.0,12.436486813452698
Central Ethiopian Region,Halaba Zone,Halaba Kulito Town Administration,b8HVuzoPqWq,Hamle 2016,1.0,1567.0,5299.0,29.566037735849054
Central Ethiopian Region,Halaba Zone,Halaba Kulito Town Administration,b8HVuzoPqWq,Hidar 2017,5.0,1679.0,7247.0,23.165011037527595
Central Ethiopian Region,Halaba Zone,Halaba Kulito Town Administration,b8HVuzoPqWq,Megabit 2017,0.0,947.0,5635.0,16.802696948190206
Central Ethiopian Region,Halaba Zone,Halaba Kulito Town Administration,b8HVuzoPqWq,Meskerem 2017,90.0,1236.0,8159.0,15.147058823529411
Central Ethiopian Region,Halaba Zone,Halaba Kulito Town Administration,b8HVuzoPqWq,Miazia 2017,2.0,714.0,4209.0,16.959619952494062
Central Ethiopian Region,Halaba Zone,Halaba Kulito Town Administration,b8HVuzoPqWq,Nehase 2016,8.0,1089.0,5170.0,21.059756333397793
Central Ethiopian Region,Halaba Zone,Halaba Kulito Town Administration,b8HVuzoPqWq,Sene 2017,5.0,733.0,4405.0,16.63640490240581
Central Ethiopian Region,Halaba Zone,Halaba Kulito Town Administration,b8HVuzoPqWq,Tahesas 2017,7.0,1182.0,5451.0,21.680117388114454
Central Ethiopian Region,Halaba Zone,Halaba Kulito Town Administration,b8HVuzoPqWq,Tikemet 2017,11.0,1880.0,7702.0,24.406075554978578
Central Ethiopian Region,Halaba Zone,Halaba Kulito Town Administration,b8HVuzoPqWq,Tir 2017,0.0,895.0,3662.0,24.433524433524433
Central Ethiopian Region,Halaba Zone,Halaba Kulito Town Administration,b8HVuzoPqWq,Yekatit 2017,16.0,1220.0,5784.0,21.089023336214346
Central Ethiopian Region,Halaba Zone,Wera Dijo Woreda,OT6sjQAxYQb,Ginbot 2017,0.0,352.0,2580.0,13.638124757845796
Central Ethiopian Region,Halaba Zone,Wera Dijo Woreda,OT6sjQAxYQb,Hamle 2016,0.0,2380.0,5415.0,43.94387001477105
Central Ethiopian Region,Halaba Zone,Wera Dijo Woreda,OT6sjQAxYQb,Hidar 2017,3.0,3089.0,7614.0,40.56467498358503
Central Ethiopian Region,Halaba Zone,Wera Dijo Woreda,OT6sjQAxYQb,Megabit 2017,0.0,506.0,3945.0,12.823112012164216
Central Ethiopian Region,Halaba Zone,Wera Dijo Woreda,OT6sjQAxYQb,Meskerem 2017,11.0,2709.0,8091.0,33.477508650519034
Central Ethiopian Region,Halaba Zone,Wera Dijo Woreda,OT6sjQAxYQb,Miazia 2017,0.0,461.0,3293.0,13.995142683667275
Central Ethiopian Region,Halaba Zone,Wera Dijo Woreda,OT6sjQAxYQb,Nehase 2016,0.0,2168.0,5414.0,40.036934441366576
Central Ethiopian Region,Halaba Zone,Wera Dijo Woreda,OT6sjQAxYQb,Sene 2017,1.0,560.0,2982.0,18.773047267851155
Central Ethiopian Region,Halaba Zone,Wera Dijo Woreda,OT6sjQAxYQb,Tahesas 2017,0.0,1960.0,4851.0,40.3957131079967
Central Ethiopian Region,Halaba Zone,Wera Dijo Woreda,OT6sjQAxYQb,Tikemet 2017,0.0,3458.0,8670.0,39.88005997001499
Central Ethiopian Region,Halaba Zone,Wera Dijo Woreda,OT6sjQAxYQb,Tir 2017,0.0,828.0,2667.0,31.03448275862069
Central Ethiopian Region,Halaba Zone,Wera Dijo Woreda,OT6sjQAxYQb,Yekatit 2017,0.0,582.0,2922.0,19.911050290797128
Central Ethiopian Region,Halaba Zone,Wera Woreda,u0MgyEXsnVQ,Ginbot 2017,3.0,696.0,2858.0,24.34417628541448
Central Ethiopian Region,Halaba Zone,Wera Woreda,u0MgyEXsnVQ,Hamle 2016,13.0,1244.0,4249.0,29.270588235294113
Central Ethiopian Region,Halaba Zone,Wera Woreda,u0MgyEXsnVQ,Hidar 2017,0.0,1205.0,3906.0,30.842078320962372
Central Ethiopian Region,Halaba Zone,Wera Woreda,u0MgyEXsnVQ,Megabit 2017,2.0,608.0,3060.0,19.86278993792878
Central Ethiopian Region,Halaba Zone,Wera Woreda,u0MgyEXsnVQ,Meskerem 2017,0.0,1291.0,3316.0,38.920711486282784
Central Ethiopian Region,Halaba Zone,Wera Woreda,u0MgyEXsnVQ,Miazia 2017,1.0,572.0,2901.0,19.710544452102
Central Ethiopian Region,Halaba Zone,Wera Woreda,u0MgyEXsnVQ,Nehase 2016,10.0,1378.0,3779.0,36.455026455026456
Central Ethiopian Region,Halaba Zone,Wera Woreda,u0MgyEXsnVQ,Sene 2017,8.0,1047.0,4080.0,25.655476598872824
Central Ethiopian Region,Halaba Zone,Wera Woreda,u0MgyEXsnVQ,Tahesas 2017,1.0,1073.0,3504.0,30.613409415121257
Central Ethiopian Region,Halaba Zone,Wera Woreda,u0MgyEXsnVQ,Tikemet 2017,28.0,1452.0,4398.0,33.00750170493294
Central Ethiopian Region,Halaba Zone,Wera Woreda,u0MgyEXsnVQ,Tir 2017,0.0,633.0,2456.0,25.76312576312576
Central Ethiopian Region,Halaba Zone,Wera Woreda,u0MgyEXsnVQ,Yekatit 2017,3.0,529.0,2468.0,21.425678412312678
Central Ethiopian Region,Kebena Special Woreda,Kebena Special Woreda,UdapVUqZX5c,Ginbot 2017,0.0,752.0,3226.0,23.303377750232414
Central Ethiopian Region,Kebena Special Woreda,Kebena Special Woreda,UdapVUqZX5c,Hamle 2016,40.0,515.0,2400.0,21.449396084964597
Central Ethiopian Region,Kebena Special Woreda,Kebena Special Woreda,UdapVUqZX5c,Hidar 2017,0.0,1731.0,5965.0,29.014415018437816
Central Ethiopian Region,Kebena Special Woreda,Kebena Special Woreda,UdapVUqZX5c,Megabit 2017,0.0,333.0,2501.0,13.309352517985612
Central Ethiopian Region,Kebena Special Woreda,Kebena Special Woreda,UdapVUqZX5c,Meskerem 2017,0.0,409.0,2581.0,15.840433772269558
Central Ethiopian Region,Kebena Special Woreda,Kebena Special Woreda,UdapVUqZX5c,Miazia 2017,30.0,548.0,2506.0,21.858795372955726
Central Ethiopian Region,Kebena Special Woreda,Kebena Special Woreda,UdapVUqZX5c,Nehase 2016,0.0,381.0,3486.0,10.926297677086321
Central Ethiopian Region,Kebena Special Woreda,Kebena Special Woreda,UdapVUqZX5c,Sene 2017,30.0,371.0,2242.0,16.54034774855105
Central Ethiopian Region,Kebena Special Woreda,Kebena Special Woreda,UdapVUqZX5c,Tahesas 2017,0.0,1117.0,3934.0,28.38627700127065
Central Ethiopian Region,Kebena Special Woreda,Kebena Special Woreda,UdapVUqZX5c,Tikemet 2017,0.0,876.0,2864.0,30.57591623036649
Central Ethiopian Region,Kebena Special Woreda,Kebena Special Woreda,UdapVUqZX5c,Tir 2017,0.0,552.0,2345.0,23.52941176470588
Central Ethiopian Region,Kebena Special Woreda,Kebena Special Woreda,UdapVUqZX5c,Yekatit 2017,0.0,417.0,2073.0,20.106075216972037
Central Ethiopian Region,Kembata Zone,Adilo Zuria Woreda,DJssqVjbF6P,Ginbot 2017,0.0,831.0,2100.0,39.552594002855784
Central Ethiopian Region,Kembata Zone,Adilo Zuria Woreda,DJssqVjbF6P,Hamle 2016,0.0,1064.0,2233.0,47.62757385854969
Central Ethiopian Region,Kembata Zone,Adilo Zuria Woreda,DJssqVjbF6P,Hidar 2017,0.0,697.0,1511.0,46.0978835978836
Central Ethiopian Region,Kembata Zone,Adilo Zuria Woreda,DJssqVjbF6P,Megabit 2017,0.0,377.0,1229.0,30.650406504065042
Central Ethiopian Region,Kembata Zone,Adilo Zuria Woreda,DJssqVjbF6P,Meskerem 2017,0.0,877.0,2190.0,40.02738475581926
Central Ethiopian Region,Kembata Zone,Adilo Zuria Woreda,DJssqVjbF6P,Miazia 2017,0.0,694.0,1671.0,41.50717703349282
Central Ethiopian Region,Kembata Zone,Adilo Zuria Woreda,DJssqVjbF6P,Nehase 2016,0.0,646.0,1445.0,44.67496542185339
Central Ethiopian Region,Kembata Zone,Adilo Zuria Woreda,DJssqVjbF6P,Sene 2017,0.0,1405.0,2601.0,53.99692544196771
Central Ethiopian Region,Kembata Zone,Adilo Zuria Woreda,DJssqVjbF6P,Tahesas 2017,0.0,696.0,1374.0,50.61818181818182
Central Ethiopian Region,Kembata Zone,Adilo Zuria Woreda,DJssqVjbF6P,Tikemet 2017,0.0,1004.0,2299.0,43.65217391304348
Central Ethiopian Region,Kembata Zone,Adilo Zuria Woreda,DJssqVjbF6P,Tir 2017,7.0,239.0,571.0,41.78321678321678
Central Ethiopian Region,Kembata Zone,Adilo Zuria Woreda,DJssqVjbF6P,Yekatit 2017,0.0,326.0,863.0,37.73148148148148
